timestamp,open,high,low,close,volume
2024-10-02T00:05:00,82712000.0,82712000.0,82426000.0,82429000.0,92.06780926
2024-10-02T00:10:00,82429000.0,82910000.0,82301000.0,82812000.0,75.86555969
2024-10-02T00:15:00,82842000.0,82910000.0,82645000.0,82799000.0,38.05925984
2024-10-02T00:20:00,82798000.0,82918000.0,82756000.0,82780000.0,27.38205376
2024-10-02T00:25:00,82780000.0,83030000.0,82665000.0,83030000.0,19.68049784
2024-10-02T00:30:00,82999000.0,83300000.0,82999000.0,83191000.0,32.65731966
2024-10-02T00:35:00,83219000.0,83400000.0,83124000.0,83313000.0,14.95595436
2024-10-02T00:40:00,83309000.0,83532000.0,83215000.0,83359000.0,26.51208841
2024-10-02T00:45:00,83346000.0,83476000.0,83236000.0,83343000.0,12.19492628
2024-10-02T00:50:00,83343000.0,83393000.0,83215000.0,83256000.0,8.99359243
2024-10-02T00:55:00,83256000.0,83354000.0,83215000.0,83286000.0,8.28257589
2024-10-02T01:00:00,83285000.0,83444000.0,83110000.0,83370000.0,16.67194629
2024-10-02T01:05:00,83375000.0,83430000.0,83219000.0,83219000.0,7.4226054
2024-10-02T01:10:00,83304000.0,83367000.0,83183000.0,83197000.0,7.08707694
2024-10-02T01:15:00,83183000.0,83268000.0,83152000.0,83152000.0,5.87661173
2024-10-02T01:20:00,83170000.0,83170000.0,82958000.0,83098000.0,14.98270885
2024-10-02T01:25:00,83123000.0,83150000.0,82768000.0,82877000.0,11.48362296
2024-10-02T01:30:00,82911000.0,82911000.0,82471000.0,82707000.0,29.85081698
2024-10-02T01:35:00,82705000.0,82912000.0,82669000.0,82769000.0,14.20852503
2024-10-02T01:40:00,82736000.0,82900000.0,82550000.0,82550000.0,20.05850756
2024-10-02T01:45:00,82546000.0,82604000.0,82400000.0,82552000.0,17.44571853
2024-10-02T01:50:00,82487000.0,82899000.0,82487000.0,82882000.0,11.99395794
2024-10-02T01:55:00,82832000.0,83231000.0,82737000.0,83157000.0,15.13655254
2024-10-02T02:00:00,83157000.0,83215000.0,82850000.0,82871000.0,8.84530943
2024-10-02T02:05:00,82871000.0,82949000.0,82651000.0,82731000.0,13.40593114
2024-10-02T02:10:00,82855000.0,82855000.0,82551000.0,82664000.0,13.79015058
2024-10-02T02:15:00,82664000.0,82664000.0,82230000.0,82330000.0,60.238186
2024-10-02T02:20:00,82330000.0,82360000.0,82001000.0,82340000.0,86.59908992
2024-10-02T02:25:00,82340000.0,82462000.0,82049000.0,82405000.0,29.98530893
2024-10-02T02:30:00,82405000.0,82733000.0,82330000.0,82540000.0,29.44147674
2024-10-02T02:35:00,82545000.0,82630000.0,82330000.0,82400000.0,12.27806767
2024-10-02T02:40:00,82400000.0,82731000.0,82330000.0,82659000.0,15.37488441
2024-10-02T02:45:00,82633000.0,82910000.0,82630000.0,82763000.0,19.30789635
2024-10-02T02:50:00,82763000.0,82999000.0,82701000.0,82941000.0,27.62829568
2024-10-02T02:55:00,82952000.0,83178000.0,82952000.0,83015000.0,12.64737375
2024-10-02T03:00:00,83015000.0,83136000.0,82948000.0,83116000.0,12.56887343
2024-10-02T03:05:00,83116000.0,83235000.0,82959000.0,83235000.0,12.22344498
2024-10-02T03:10:00,83235000.0,83295000.0,83097000.0,83155000.0,7.7402004
2024-10-02T03:15:00,83154000.0,83154000.0,83027000.0,83063000.0,4.45097868
2024-10-02T03:20:00,83105000.0,83113000.0,83020000.0,83096000.0,2.74689943
2024-10-02T03:25:00,83096000.0,83250000.0,83088000.0,83249000.0,4.95683916
2024-10-02T03:30:00,83249000.0,83322000.0,83127000.0,83246000.0,6.21788565
2024-10-02T03:35:00,83237000.0,83246000.0,83011000.0,83012000.0,4.58173041
2024-10-02T03:40:00,83012000.0,83100000.0,82899000.0,82899000.0,5.66581431
2024-10-02T03:45:00,82899000.0,82899000.0,82778000.0,82778000.0,5.85867662
2024-10-02T03:50:00,82790000.0,82930000.0,82750000.0,82800000.0,7.00259759
2024-10-02T03:55:00,82798000.0,82953000.0,82798000.0,82855000.0,2.93032691
2024-10-02T04:00:00,82855000.0,82860000.0,82710000.0,82712000.0,7.09204653
2024-10-02T04:05:00,82751000.0,82751000.0,82650000.0,82700000.0,5.75794961
2024-10-02T04:10:00,82745000.0,82745000.0,82570000.0,82575000.0,5.53751672
2024-10-02T04:15:00,82572000.0,82734000.0,82390000.0,82681000.0,23.05888989
2024-10-02T04:20:00,82685000.0,82873000.0,82677000.0,82808000.0,7.41277136
2024-10-02T04:25:00,82808000.0,82951000.0,82807000.0,82909000.0,3.87484006
2024-10-02T04:30:00,82909000.0,82909000.0,82703000.0,82755000.0,4.32370368
2024-10-02T04:35:00,82753000.0,82922000.0,82650000.0,82887000.0,4.26948345
2024-10-02T04:40:00,82887000.0,82920000.0,82682000.0,82682000.0,4.21320302
2024-10-02T04:45:00,82679000.0,82690000.0,82575000.0,82575000.0,2.75195855
2024-10-02T04:50:00,82589000.0,82689000.0,82574000.0,82644000.0,3.65972317
2024-10-02T04:55:00,82644000.0,82725000.0,82500000.0,82504000.0,6.90199225
2024-10-02T05:00:00,82574000.0,82586000.0,82425000.0,82425000.0,8.28295875
2024-10-02T05:05:00,82425000.0,82477000.0,82051000.0,82052000.0,29.57669611
