timestamp,open,high,low,close,volume
2025-02-08T00:05:00,151662000.0,152175000.0,151208000.0,152150000.0,27.07581548
2025-02-08T00:10:00,152149000.0,152149000.0,151117000.0,151323000.0,18.89466682
2025-02-08T00:15:00,151232000.0,151700000.0,150790000.0,150800000.0,34.32851221
2025-02-08T00:20:00,150798000.0,151128000.0,150384000.0,150983000.0,24.30736197
2025-02-08T00:25:00,150992000.0,151655000.0,150800000.0,151537000.0,11.63295646
2025-02-08T00:30:00,151507000.0,151705000.0,151110000.0,151286000.0,12.82025781
2025-02-08T00:35:00,151252000.0,151667000.0,151123000.0,151348000.0,5.70423245
2025-02-08T00:40:00,151347000.0,151900000.0,151259000.0,151542000.0,7.19135441
2025-02-08T00:45:00,151542000.0,151800000.0,151433000.0,151603000.0,6.701428
2025-02-08T00:50:00,151730000.0,152157000.0,151000000.0,151000000.0,17.67186673
2025-02-08T00:55:00,151000000.0,151381000.0,150892000.0,151252000.0,16.53089459
2025-02-08T01:00:00,151252000.0,151350000.0,150541000.0,150956000.0,16.93811248
2025-02-08T01:05:00,150859000.0,151200000.0,150629000.0,151053000.0,5.45582626
2025-02-08T01:10:00,151053000.0,151155000.0,150794000.0,150840000.0,3.94146951
2025-02-08T01:15:00,150840000.0,151400000.0,150700000.0,151377000.0,5.40536354
2025-02-08T01:20:00,151152000.0,151500000.0,150963000.0,151050000.0,4.30776778
2025-02-08T01:25:00,150981000.0,151201000.0,150924000.0,151040000.0,15.65573935
2025-02-08T01:30:00,151040000.0,151299000.0,150746000.0,150863000.0,5.01279736
2025-02-08T01:35:00,150848000.0,151301000.0,150846000.0,151015000.0,2.1964228
2025-02-08T01:40:00,151014000.0,151200000.0,150900000.0,150900000.0,3.60373187
2025-02-08T01:45:00,150900000.0,150959000.0,150700000.0,150755000.0,4.53893264
2025-02-08T01:50:00,150755000.0,150904000.0,150630000.0,150647000.0,6.05542301
2025-02-08T01:55:00,150646000.0,151165000.0,150646000.0,150781000.0,1.92605382
2025-02-08T02:00:00,150890000.0,151008000.0,150666000.0,150784000.0,1.97092236
2025-02-08T02:05:00,150784000.0,151121000.0,150600000.0,151111000.0,3.61250192
2025-02-08T02:10:00,151045000.0,151045000.0,150726000.0,150957000.0,2.38492751
2025-02-08T02:15:00,150882000.0,150991000.0,150212000.0,150227000.0,11.40368199
2025-02-08T02:20:00,150293000.0,150464000.0,150100000.0,150197000.0,9.62267496
2025-02-08T02:25:00,150168000.0,150330000.0,150092000.0,150329000.0,4.30572061
2025-02-08T02:30:00,150329000.0,150358000.0,150124000.0,150354000.0,2.32882399
2025-02-08T02:35:00,150357000.0,150600000.0,150247000.0,150427000.0,1.31546399
2025-02-08T02:40:00,150427000.0,150594000.0,150286000.0,150450000.0,2.2996433
2025-02-08T02:45:00,150446000.0,150650000.0,150406000.0,150567000.0,1.02426283
2025-02-08T02:50:00,150567000.0,150615000.0,150300000.0,150517000.0,0.57779332
2025-02-08T02:55:00,150518000.0,150533000.0,150253000.0,150260000.0,1.80715678
2025-02-08T03:00:00,150253000.0,150500000.0,150131000.0,150452000.0,2.54739642
2025-02-08T03:05:00,150452000.0,150696000.0,150450000.0,150574000.0,1.30580667
2025-02-08T03:10:00,150524000.0,150650000.0,150503000.0,150648000.0,1.68346182
2025-02-08T03:15:00,150648000.0,150750000.0,150450000.0,150673000.0,2.02847498
2025-02-08T03:20:00,150510000.0,150691000.0,150500000.0,150689000.0,2.23528027
2025-02-08T03:25:00,150689000.0,150853000.0,150555000.0,150633000.0,5.83310888
2025-02-08T03:30:00,150633000.0,150972000.0,150543000.0,150968000.0,1.33250364
2025-02-08T03:35:00,150968000.0,151096000.0,150958000.0,151071000.0,2.19800769
2025-02-08T03:40:00,151096000.0,151135000.0,151002000.0,151004000.0,7.90222403
2025-02-08T03:45:00,151004000.0,151106000.0,150800000.0,150970000.0,3.58737697
2025-02-08T03:50:00,150815000.0,150970000.0,150556000.0,150565000.0,2.06674327
2025-02-08T03:55:00,150564000.0,150657000.0,150500000.0,150537000.0,1.27921096
2025-02-08T04:00:00,150537000.0,150646000.0,150202000.0,150412000.0,4.3500624
2025-02-08T04:05:00,150375000.0,150412000.0,150011000.0,150097000.0,9.2857794
2025-02-08T04:10:00,150097000.0,150268000.0,150014000.0,150222000.0,3.16967284
2025-02-08T04:15:00,150225000.0,150268000.0,150005000.0,150005000.0,10.21122895
2025-02-08T04:20:00,150010000.0,150182000.0,150001000.0,150182000.0,6.56072569
