timestamp,open,high,low,close,volume
2025-05-09T00:05:00,139689000.0,140000000.0,139669000.0,139999000.0,8.18587834
2025-05-09T00:10:00,139999000.0,140200000.0,139947000.0,140198000.0,5.22468828
2025-05-09T00:15:00,140198000.0,140375000.0,140190000.0,140307000.0,7.48308406
2025-05-09T00:20:00,140364000.0,141150000.0,140137000.0,141000000.0,59.6167908
2025-05-09T00:25:00,141019000.0,141489000.0,140791000.0,141254000.0,56.64946724
2025-05-09T00:30:00,141294000.0,141489000.0,140906000.0,141211000.0,34.98401131
2025-05-09T00:35:00,141285000.0,141640000.0,141184000.0,141640000.0,31.92895004
2025-05-09T00:40:00,141640000.0,142280000.0,141633000.0,141948000.0,89.14879978
2025-05-09T00:45:00,141998000.0,142304000.0,141899000.0,142300000.0,23.16196082
2025-05-09T00:50:00,142299000.0,142409000.0,141540000.0,141862000.0,33.74430964
2025-05-09T00:55:00,141818000.0,141893000.0,141587000.0,141801000.0,13.38113329
2025-05-09T01:00:00,141797000.0,142222000.0,141702000.0,141785000.0,19.98640445
2025-05-09T01:05:00,141785000.0,142104000.0,141750000.0,142104000.0,11.14738407
2025-05-09T01:10:00,142104000.0,142205000.0,141999000.0,142189000.0,9.59641365
2025-05-09T01:15:00,142140000.0,142400000.0,142077000.0,142297000.0,12.07422476
2025-05-09T01:20:00,142226000.0,142326000.0,142016000.0,142185000.0,8.62721649
2025-05-09T01:25:00,142187000.0,142200000.0,142016000.0,142061000.0,7.70294332
2025-05-09T01:30:00,142061000.0,142140000.0,141803000.0,142102000.0,10.4369901
2025-05-09T01:35:00,142102000.0,142323000.0,142102000.0,142285000.0,7.71958218
2025-05-09T01:40:00,142284000.0,142403000.0,142282000.0,142401000.0,7.9569536
2025-05-09T01:45:00,142401000.0,142413000.0,142181000.0,142410000.0,8.58724557
2025-05-09T01:50:00,142400000.0,142585000.0,142399000.0,142579000.0,15.9648727
2025-05-09T01:55:00,142585000.0,142708000.0,142483000.0,142499000.0,14.52012136
2025-05-09T02:00:00,142500000.0,142500000.0,142315000.0,142429000.0,5.49955702
2025-05-09T02:05:00,142429000.0,142650000.0,142350000.0,142597000.0,7.99786115
2025-05-09T02:10:00,142596000.0,142598000.0,142488000.0,142502000.0,2.86401233
2025-05-09T02:15:00,142502000.0,142700000.0,142428000.0,142700000.0,11.38572753
2025-05-09T02:20:00,142700000.0,142831000.0,142700000.0,142824000.0,7.62509186
2025-05-09T02:25:00,142824000.0,143000000.0,142773000.0,142988000.0,22.67456878
2025-05-09T02:30:00,142938000.0,142987000.0,142735000.0,142735000.0,6.75482679
2025-05-09T02:35:00,142735000.0,142852000.0,142661000.0,142665000.0,6.80219998
2025-05-09T02:40:00,142691000.0,142700000.0,142181000.0,142222000.0,7.20086784
2025-05-09T02:45:00,142222000.0,142245000.0,141946000.0,141960000.0,6.01143655
2025-05-09T02:50:00,141960000.0,142245000.0,141908000.0,142221000.0,8.68312951
2025-05-09T02:55:00,142220000.0,142260000.0,142102000.0,142243000.0,2.51108431
2025-05-09T03:00:00,142260000.0,142392000.0,142243000.0,142361000.0,4.39523897
2025-05-09T03:05:00,142361000.0,142508000.0,142298000.0,142500000.0,2.86785177
2025-05-09T03:10:00,142479000.0,142701000.0,142467000.0,142701000.0,4.50132916
2025-05-09T03:15:00,142677000.0,142817000.0,142554000.0,142794000.0,4.8622814
2025-05-09T03:20:00,142788000.0,142800000.0,142556000.0,142699000.0,3.26392623
2025-05-09T03:25:00,142699000.0,142699000.0,142541000.0,142569000.0,3.19276287
2025-05-09T03:30:00,142553000.0,142800000.0,142552000.0,142787000.0,3.0294207
2025-05-09T03:35:00,142787000.0,142871000.0,142707000.0,142860000.0,2.2413882
2025-05-09T03:40:00,142860000.0,142939000.0,142645000.0,142761000.0,4.25162005
2025-05-09T03:45:00,142764000.0,142776000.0,142553000.0,142747000.0,3.62016545
2025-05-09T03:50:00,142748000.0,142779000.0,142719000.0,142743000.0,1.87729989
2025-05-09T03:55:00,142723000.0,142750000.0,142638000.0,142719000.0,2.16800646
2025-05-09T04:00:00,142737000.0,142750000.0,142583000.0,142583000.0,3.15456725
